0 0001082288000045 2508420822120010 naf0
0 12a33d238c0422c7 37aa770926162292 nafr
0 12a58d22d9216967 37acc70873336932 nafr
0 12b78c66c9649265 37bec64c63769230 nafr
0 12c1ac26d984daef 37c8e60c7396daba nafr
0 12c389f788c002ef 37cac3dd22d202ba nafr
0 12c50c27cc65ed47 37cc460d6677ed12 nafr
0 12c53c26cda4dfe7 37cc760c67b6dfb2 nafr
0 12d32cb288856f67 37da669822976f32 nafr
0 12d53db799a5766f 37dc779d33b7763a nafr
0 12d79db6d8c94ecf 37ded79c72db4e9a nafr
0 12e18d22c861d2e7 37e8c7086273d2b2 nafr
0 12e509238ca10fc7 37ec430926b30f92 nafr
0 12e718a699adcaef 37ee528c33bfcaba nafr
0 12f1bd22cce5fd47 37f8f70866f7fd12 nafr
0 12f798b3c9e8bdcf 37fed29963fabd9a nafr
0 18018da289cc8dc5 3d08c78823de8d90 nafr
0 1803a8e79c41f247 3d0ae2cd3653f212 nafr
0 180708f79944924d 3d0e42dd33569218 nafr
0 181509e78d81c44f 3d1c43cd2793c41a nafr
0 18151c27d9a11fcf 3d1c560d73b31f9a nafr
0 181588f69c6855cd 3d1cc2dc367a5598 nafr
0 18158963c96845cd 3d1cc349637a4598 nafr
0 18158ce7cca8ebc7 3d1cc6cd66baeb92 nafr
0 1817883789a1e16d 3d1ec21d23b3e138 nafr
0 18210c33cdac104d 3d28461967be1018 nafr
0 1825b8f3882c6165 3d2cf2d9223e6130 nafr
0 18270db2cc0cdb4f 3d2e4798661edb1a nafr
0 18272826cc00e7ed 3d2e620c6612e7b8 nafr
0 18272927cca14fcd 3d2e630d66b34f98 nafr
0 182739769900e2c5 3d2e735c3312e290 nafr
0 18278ca3c8ecfccf 3d2ec68962fefc9a nafr
0 18310876dc6549ef 3d38425c767749ba nafr
0 18339c62898c34c7 3d3ad648239e3492 nafr
0 1835ad73d92c9567 3d3ce759733e9532 nafr
0 18430972dc28fd65 3d4a4358763afd30 nafr
0 184598738d4c73ed 3d4cd259275e73b8 nafr
0 18473de6cc8599e5 3d4e77cc669799b0 nafr
0 18533df3dd21aeed 3d5a77d97733aeb8 nafr
0 18550836c90d47cf 3d5c421c631f479a nafr
0 185589f3998c3d4d 3d5cc3d9339e3d18 nafr
0 1855ade38881bb6f 3d5ce7c92293bb3a nafr
0 18573926ccc0d847 3d5e730c66d2d812 nafr
0 1857acf389e13ae5 3d5ee6d923f33ab0 nafr
0 18631c62cdec4fed 3d6a564867fe4fb8 nafr
0 186588f2cc44b7ed 3d6cc2d86656b7b8 nafr
0 1865b9279d2df9c7 3d6cf30d373ff992 nafr
0 1871ad33d9494767 3d78e719735b4732 nafr
0 18739ce7cded2647 3d7ad6cd67ff2612 nafr
0 1873a8f6ddc41dcf 3d7ae2dc77d61d9a nafr
0 18752d32c8899f4d 3d7c6718629b9f18 nafr
0 188108f6c9a401c5 3d8842dc63b60190 nafr
0 18832d63d9689b6f 3d8a6749737a9b3a nafr
0 18838da28c2dc66f 3d8ac788263fc63a nafr
0 1883a873cc6904e5 3d8ae259667b04b0 nafr
0 18870863c861b267 3d8e42496273b232 nafr
0 18870962dd050967 3d8e434877170932 nafr
0 18919da3dca880ed 3d98d78976ba80b8 nafr
0 189509669ced2fc5 3d9c434c36ff2f90 nafr
0 18a529f78c81016d 3dac63dd26930138 nafk2
0 18a7b9a7dc20b7e5 3daef38d7632b7b0 nafr
0 18a7bda3c949c4c7 3daef789635bc492 nafr
0 18b1bda7c84843cd 3db8f78d625a4398 nafr
0 18b3bdf6892102e7 3dbaf7dc233302b2 nafr
0 18c118a3ddcc56ed 3dc8528977de56b8 nafr
0 18c138b3dc05b44f 3dc872997617b41a nafr
0 18c398678c04bee5 3dcad24d2616beb0 nafr
0 18c59836d9a17a67 3dccd21c73b37a32 nafr
0 18d10933d824d54d 3dd843197236d518 nafr
0 18d1ac2399444567 3dd8e60933564532 nafr
0 18d1b922998c90e5 3dd8f308339e90b0 nafr
0 18d71c2688cd6147 3dde560c22df6112 nafr
0 18e38df28c6012ed 3deac7d8267212b8 nafr
0 18e729f79ce50147 3dee63dd36f70112 nafr
0 18f1a9e6c96d42e7 3df8e3cc637f42b2 nafr
0 18f3a92698a036cd 3dfae30c32b23698 nafr
0 18f50963d9e43ee7 3dfc434973f63eb2 nafr
0 18f72df299e051ed 3dfe67d833f251b8 nafr
0 1a01b837996db5e7 3f08f21d337fb5b2 nafr
0 1a1198a6cc096e4f 3f18d28c661b6e1a nafr
0 1a218966dd8819e5 3f28c34c779a19b0 nafr
0 1a2398a69c249ecf 3f2ad28c36369e9a nafr
0 1a33a86299e5a6c7 3f3ae24833f7a692 nafr
0 1a35ace7dc4145c7 3f3ce6cd76534592 nafr
0 1a37a9738901184d 3f3ee35923131818 nafr
0 1a4328a2ddcce067 3f4a628877dee032 nafr
0 1a450de7cdcd9acd 3f4c47cd67df9a98 nafr
0 1a4708e7d94123cf 3f4e42cd7353239a nafr
0 1a5398b6c8c8ccc5 3f5ad29c62dacc90 nafr
0 1a55a8a6986c4a47 3f5ce28c327e4a12 nafr
0 1a5709f39920114d 3f5e43d933321118 nafr
0 1a572cf6c9c8606d 3f5e66dc63da6038 nafr
0 1a57bc26cc88746f 3f5ef60c669a743a nafr
0 1a61a9628cc1c5cf 3f68e34826d3c59a nafr
0 1a671de39889ddc5 3f6e57c9329bdd90 nafr
0 1a730c67888864c5 3f7a464d229a6490 nafr
0 1a7599a28808ddcf 3f7cd388221add9a nafr
0 1a83ad368d650345 3f8ae71c27770310 nafr
0 1a870962980909c5 3f8e4348321b0990 nafr
0 1a918c27986980ef 3f98c60d327b80ba nafr
0 1a91b9638960f6ed 3f98f3492372f6b8 nafr
0 1a952c7399ecb94d 3f9c665933feb918 nafr
0 1a958cf6d929ef6d 3f9cc6dc733bef38 nafr
0 1aa51c778ced9f4f 3fac565d26ff9f1a nafr
0 1aa52df7d8cdd265 3fac67dd72dfd230 nafr
0 1ab108b29c203247 3fb8429836323212 nafr
0 1ab528339820ce6d 3fbc62193232ce38 nafr
0 1ab588b3992cabed 3fbcc299333eabb8 nafr
0 1ac1a967c92df3cf 3fc8e34d633ff39a nafr
0 1ac39da6dc89a347 3fcad78c769ba312 nafr
0 1ac51d66886dc8cf 3fcc574c227fc89a nafr
0 1ad19d769d89f64d 3fd8d75c379bf618 nafr
0 1ae18da6984913ed 3fe8c78c325b13b8 nafr
0 1ae30ca3c8c0ff6d 3fea468962d2ff38 nafr
0 1ae5ace79cc17847 3fece6cd36d37812 nafr
0 1af12c36d9041a47 3ff8661c73161a12 nafr
0 1af12db6896803ed 3ff8679c237a03b8 nafr
0 1af39db69cc9cf65 3ffad79c36dbcf30 nafr
0 1af529239c8050c7 3ffc630936925092 nafr
0 400199b78d8138cf 6508d39d2793389a nafr
0 400308f6cde0e9ef 650a42dc67f2e9ba nafr
0 40030d379d28064d 650a471d373a0618 nafr
0 40052862d9405065 650c624873525030 nafr
0 4007b8e3dde0526f 650ef2c977f2523a nafr
0 401319a7c80458ed 651a538d621658b8 nafr
0 40158c339c69ac6d 651cc619367bac38 nafr
0 401599e38cc890cf 651cd3c926da909a nafr
0 4015bcf68c80316d 651cf6dc26923138 nafr
0 4017b972cd411d47 651ef35867531d12 nafr
0 40231da688cc73cd 652a578c22de7398 nafr
0 4031bca3cc6dbb65 6538f689667fbb30 nafr
0 403338679805c3e5 653a724d3217c3b0 nafr
0 4033bce69c0967c5 653af6cc361b6790 nafr
0 40373df6ddc5e1ef 653e77dc77d7e1ba nafr
0 40378c63d8419eed 653ec64972539eb8 nafr
0 40433cf7c84d3c45 654a76dd625f3c10 nafr
0 4047a86789003267 654ee24d23123232 nafr
0 405128a68d695067 6558628c277b5032 nafr
0 4053b8e6984d64cd 655af2cc325f6498 nafr
0 40639cf6c98960c7 656ad6dc639b6092 nafr
0 4065996688094445 656cd34c221b4410 nafr
0 40659d638cec974d 656cd74926fe9718 nafr
0 407338338c05cee5 657a72192617ceb0 nafr
0 40759d339d0003ef 657cd719371203ba nafr
0 40838c73980544e7 658ac659321744b2 nafr
0 409328779d6087c5 659a625d37728790 nafr
0 40938c228c0929cd 659ac608261b2998 nafr
0 40a38da7c9002ae7 65aac78d63122ab2 nafr
0 40a509e6cd484567 65ac43cc675a4532 nafr
0 40a5a923c8cd3a67 65ace30962df3a32 nafr
0 40a70ca69c4991cd 65ae468c365b9198 nafr
0 40b5196789682f65 65bc534d237a2f30 nafr
0 40b519f6cc810147 65bc53dc66930112 nafnk
0 40b52c638d8004ed 65bc6649279204b8 nafr
0 40b58ca3cc48ba4d 65bcc689665aba18 nafr
0 40b73d37cc6d93e7 65be771d667f93b2 nafr
0 40b79d67d960274d 65bed74d73722718 nafr
0 40c1ad7299ac9545 65c8e75833be9510 nafr
0 40c73c329d28a4ef 65ce7618373aa4ba nafr
0 40d3b8a6c8685fcd 65daf28c627a5f98 nafr
0 40d528a69c04e647 65dc628c3616e612 nafr
0 40d71d6688a474e7 65de574c22b674b2 nafr
0 40d72c27cdc9c0ef 65de660d67dbc0ba nafr
0 40e11d22d8200cc5 65e8570872320c90 nafr
0 40e12877c941266d 65e8625d63532638 nafr
0 40e32937d9e8b76f 65ea631d73fab73a nafr
0 40e38922c92412e7 65eac308633612b2 nafr
0 40e3b9b388440847 65eaf39922560812 nafr
0 40f199f6dc0439c7 65f8d3dc76163992 nafr
0 40f598768d41cf4d 65fcd25c2753cf18 nafr
0 4201bdf2c98184cd 6708f7d863938498 nafr
0 42033de7c8c05565 670a77cd62d25530 nafr
0 42038c369dc04367 670ac61c37d24332 nafr
0 4203adf788cc88ed 670ae7dd22de88b8 nafr
0 42052d269c20c44f 670c670c3632c41a nafr
0 421128a2d92dce4d 67186288733fce18 nafr
0 42179c33cc64c967 671ed6196676c932 nafr
0 42232de788c893ef 672a67cd22da93ba nafr
0 42239ca68c00e46f 672ad68c2612e43a nafr
0 42271d63cc8930e7 672e5749669b30b2 nafr
0 42271de3998d094f 672e57c9339f091a nafr
0 423798a3cd417fcf 673ed28967537f9a nafr
0 424198a68c24f46f 6748d28c2636f43a nafr
0 4243b837c8e14a4f 674af21d62f34a1a nafr
0 4245ac73c9045b6d 674ce65963165b38 nafr
0 42473926c80490e7 674e730c621690b2 nafr
0 425329678dc5b3c7 675a634d27d7b392 nafr
0 42550df3dd887267 675c47d9779a7232 nafr
0 42578d628c0410c7 675ec74826161092 nafr
0 42578d66dd20074f 675ec74c7732071a nafr
0 426188e38844754f 6768c2c92256751a nafr
0 426518668de1216d 676c524c27f32138 nafr
0 42678833ccc169c7 676ec21966d36992 nafr
0 42710d62d80dc4ed 67784748721fc4b8 nafr
0 42770db3d92813c7 677e4799733a1392 nafr
0 42772c27dca187cf 677e660d76b3879a nafr
0 4277ac278de925ed 677ee60d27fb25b8 nafr
0 42919da789ecf0e5 6798d78d23fef0b0 nafr
0 42930832dc8056cf 679a42187692569a nafr
0 42930cf78c81c8c7 679a46dd2693c892 nafr
0 429599768de9d74d 679cd35c27fbd718 nafr
0 429729f7c9096c6f 679e63dd631b6c3a nafr
0 42a338b6896403e5 67aa729c237603b0 nafr
0 42a52926dde00965 67ac630c77f20930 nafr
0 42a52cb78de12ccd 67ac669d27f32c98 nafr
0 42a5aca6dce02c6d 67ace68c76f22c38 nafr
0 42b509778d658ee7 67bc435d27778eb2 nafr
0 42b79d3799c16e6f 67bed71d33d36e3a nafr
0 42c189678dc9594f 67c8c34d27db591a nafr
0 42c19c369c202f65 67c8d61c36322f30 nafr
0 42c39873998c934f 67cad259339e931a nafr
0 42c518b79ce1fd45 67cc529d36f3fd10 nafr
0 42d5a966c968ede7 67dce34c637aedb2 nafr
0 4813a873dd089bcf 6d1ae259771a9b9a nafr
0 48153da3894dcc4d 6d1c7789235fcc18 nafr
0 48179df2dc2d08e7 6d1ed7d8763f08b2 nafr
0 48212de39d0157c5 6d2867c937135790 nafr
0 48230cb7d92c7667 6d2a469d733e7632 nafr
0 4831b966898df06f 6d38f34c239ff03a nafr
0 4833ad2388c131cf 6d3ae70922d3319a nafr
0 48353c63c96c41cd 6d3c7649637e4198 nafr
0 4835b9269d4518cf 6d3cf30c3757189a nafr
0 483739b38d05f365 6d3e73992717f330 nafr
0 483739b399490747 6d3e7399335b0712 nafr
0 4845bcf6c9206ccd 6d4cf6dc63326c98 nafr
0 4853b8f788290547 6d5af2dd223b0512 nafr
0 485719a2cc899547 6d5e5388669b9512 nafr
0 4857a8738dec234d 6d5ee25927fe2318 nafr
0 4857a8778d0cb1e7 6d5ee25d271eb1b2 nafr
0 4857bcb28901f0ef 6d5ef6982313f0ba nafr
0 48619df6d96c5f47 6d68d7dc737e5f12 nafr
0 48639926896cea6f 6d6ad30c237eea3a nafr
0 48738de28d412c6d 6d7ac7c827532c38 nafr
0 48810c66894ddc4f 6d88464c235fdc1a nafr
0 48832c6699e446e7 6d8a664c33f646b2 nafr
0 488509e38880facd 6d8c43c92292fa98 nafr
