upstream t1ha_selfcheck__t1ha2_atonce(): ok
SMHasher3 verification value 8f16c948 (want 8f16c948) ok
m1 len=13 m2 len=16 l0=cc872e34ea2e9b3b t=000000a68fa136de
hit thread=6 seed=ef9e152fe85d5c48 H=1891b7464d528ac0 L=70882c271bb63f09 inclass=1
hit thread=5 seed=093625ad40eda995 H=e674f6225e2e7e24 L=32d9a14d1b35342c inclass=1
hit thread=7 seed=220c3898156b701c H=3252de4d1eee2f08 L=6a8b280f1c853e1d inclass=1
hit thread=7 seed=8982f1aeeb268928 H=696ebcdb1060ed89 L=7ab98b3f1de63ca9 inclass=1
hit thread=4 seed=6b264633e717fd51 H=1c2dcd5aad816773 L=6acb83191f633d08 inclass=1
hit thread=7 seed=6b8eea87c8f96dfc H=36ae72faa0d722d9 L=62d325671e6434bd inclass=1
hit thread=3 seed=0d3aa1b73fa04828 H=d5d2617bfa64e514 L=3aa1af151a1635a9 inclass=1
hit thread=1 seed=6a1609aef105940c H=cc20b923e40bc0e7 L=3adb8d591cf535ad inclass=1
hit thread=1 seed=28be9cc8c0c3d50c H=d4d48f649acf0054 L=3ae1a4451c063cad inclass=1
hit thread=6 seed=01bcabd9141761ac H=dca4af85bda67e80 L=28b3ab131f863e0d inclass=1
hit thread=4 seed=0d1468261f6fb52c H=3b573b1f939745fc L=2ad9046f1b35358d inclass=1
hit thread=1 seed=403a63598f0bcc0c H=e86927f510a32672 L=2aa3067b1ee73dad inclass=1
hit thread=4 seed=2186469a30c861c8 H=b69a29a1faf9623c L=70ea08771c713689 inclass=1
hit thread=0 seed=498e5028c8215898 H=2dd9b69e1561c8b1 L=7aa22d711f2235b9 inclass=1
hit thread=1 seed=418ca3ab1ea9498c H=44d764e42dc13d63 L=7088087d1f213d2d inclass=1
hit thread=1 seed=0228f30d25b9940c H=dc4c1c13c17392c7 L=30ab0c291d0135ad inclass=1
hit thread=3 seed=4e107a917d965898 H=fd8b69412429ec4a L=7ae2a22118c335b9 inclass=1
hit thread=3 seed=e9088fde90a370b8 H=c6059c88d6ec4727 L=2ad928791ef33699 inclass=1
hit thread=3 seed=ed86f674509c859c H=e9720368fe8f085e L=68c9893b1db1359d inclass=1
hit thread=7 seed=af38ada0d71d64b1 H=84d45f3c975d6e6d L=22e3a32f1aa43528 inclass=1
hit thread=3 seed=0232436d7498d9c8 H=4308d06a64c60145 L=22b0a35d19d03e89 inclass=1
hit thread=6 seed=051e5e8f8824011c H=769398da25c097bd L=28988d111db1351d inclass=1
hit thread=4 seed=e42e75a1c0d7e448 H=c73da15773a3a4c5 L=20a00e2918443709 inclass=1
hit thread=2 seed=0820b1d9f1fe381c H=1f8c6ff466d13fc1 L=20ba27411930361d inclass=1
hit thread=2 seed=2fa4206a19b3c4c1 H=a50d78b53f80c1eb L=72caa66319633e18 inclass=1
hit thread=5 seed=6122b3980d4e9998 H=03ea8e267a676062 L=288ba84b1cd13cb9 inclass=1
hit thread=1 seed=6cac30bb7ff5f49c H=ff11feac4e493a88 L=68f8225518833e9d inclass=1
hit thread=4 seed=e90cc5e22e7771d1 H=c5e5ce83089ac3ce L=6a9308011f543d88 inclass=1
hit thread=1 seed=2aa2d56f19b9a505 H=8aae9a4fabc1ed39 L=22eb8a7918f7373c inclass=1
hit thread=3 seed=aba64dfb2ceb20ac H=2b9c8a43463e9a06 L=38c9823b1bd3370d inclass=1
hit thread=1 seed=85025f8a59112c15 H=58496bcfa275df1f L=7a8325391ca234ac inclass=1
hit thread=1 seed=ada060dfcf87ed2c H=d145c920bfa32f59 L=68a1a7511da53d8d inclass=1
hit thread=4 seed=e438fbc89b79498c H=ddda70be0ce5781a L=72d9205b19713d2d inclass=1
hit thread=0 seed=6b34231d01fead18 H=2fed60b8f75e7941 L=2ad085031be13439 inclass=1
hit thread=7 seed=4f30fa8e20eca5fc H=00c359c22ab8df78 L=30c282251ac63cbd inclass=1
hit thread=0 seed=453a85777e3d0825 H=f9beaa4c54b8e15d L=68ba0b3d18633d1c inclass=1
hit thread=2 seed=ae34579935cf3d38 H=c429bcb3cc7026a3 L=38fb853b1fb53d19 inclass=1
hit thread=0 seed=810cc2ede4c670b8 H=661bbdde3f66768c L=28f20c4d1c363699 inclass=1
hit thread=2 seed=4b9e54fa3afdd5a8 H=2102d2da0801608a L=70e2a8771da23529 inclass=1
hit thread=4 seed=420aa909e60df005 H=5c0efc96903bcd38 L=32d18d6f1a303c3c inclass=1
hit thread=1 seed=e71c23fcf9ec54a5 H=16fd324f4220e494 L=2a818e591de3359c inclass=1
hit thread=7 seed=0916d7b5cfdafc38 H=9f60f85ccfb6a8bc L=70e2215d18113619 inclass=1
hit thread=7 seed=a228582ae0b8381c H=8414fa0a94c3201a L=78c28d391d46361d inclass=1
hit thread=3 seed=6b80b1fba5c97c21 H=6bd50ee8b66dcbb5 L=32fa2e2119a23438 inclass=1
hit thread=2 seed=e6bc766592bda995 H=e2164b601f91d67a L=30ca8e1f1e85342c inclass=1
hit thread=3 seed=851cc7a7423d011c H=0bd29a4d9c48b782 L=2ad90c571cb2351d inclass=1
hit thread=1 seed=0a9a80f82225d50c H=eb50d83a0c356c66 L=70e9222f19b43cad inclass=1
hit thread=3 seed=4f36f1c53c5b98ac H=fc410a5a43687dfc L=38ba8b071e123f0d inclass=1
hit thread=7 seed=e58cf16cc50d4531 H=8c4f6f3a36c0231e L=62aa0b7d1fc63fa8 inclass=1
hit thread=3 seed=a32ce14029ca498c H=9a4384736596562a L=288aa8631dd63d2d inclass=1
hit thread=3 seed=472cba8737ecd0c8 H=0029d3de95f310bd L=38f8af271be53f89 inclass=1
hit thread=5 seed=a91a1b6e0039fd9c H=1a716f4e565e77ea L=68cb834919763d9d inclass=1
hit thread=7 seed=861a5d1ae9fc5128 H=a354780e2d5ec3ef L=68e38a151ed134a9 inclass=1
hit thread=2 seed=69000db8e6218928 H=4bec8c17045baad0 L=78eb80731b753ca9 inclass=1
hit thread=2 seed=431470a15dd5a095 H=ae6ec24eab73830e L=38d309691916352c inclass=1
hit thread=6 seed=e3bed86c0af3f451 H=e454072c05096801 L=6a99a25d1f503e08 inclass=1
hit thread=6 seed=2e9add13661c28a1 H=f36dff4ec49098f2 L=2091a50719353cb8 inclass=1
hit thread=3 seed=a80ab27a5ff3c4c1 H=43aa32ed540393f0 L=60f1861f19a33e18 inclass=1
hit thread=7 seed=e6165e896e09e97c H=0e3b38304c53b5ae L=2ad8051f1f63343d inclass=1
hit thread=3 seed=433c2229c650ac2c H=194defe5ec0db489 L=6ab8a6391f33368d inclass=1
hit thread=1 seed=e73e3a0a21a41895 H=880ea5be585b15fd L=6ad0826318353d2c inclass=1
hit thread=1 seed=2cb2f4c4d056f0a1 H=80b644e6053474af L=7882a7631d8334b8 inclass=1
hit thread=5 seed=891e41e99100f005 H=cfb076d98db0c9c1 L=389b284718a33c3c inclass=1
hit thread=2 seed=868c4cffd07dd5a8 H=779a508277ad6127 L=6083a0291b223529 inclass=1
hit thread=2 seed=0a2a27eea26df8b5 H=091c92876d396bfb L=28d989711ae1360c inclass=1
hit thread=0 seed=42b8aa1068e71c18 H=3750a5935b9d6ceb L=22b00f7118033d39 inclass=1
hit thread=7 seed=64aadda63b0595c1 H=9571ee5e8c64dd4e L=78d8871b18503518 inclass=1
hit thread=5 seed=03847a9b1eab8535 H=e29918c6212f2767 L=72d98e0518a13c8c inclass=1
hit thread=4 seed=2b1cd8530926791c H=af9be00ace827413 L=38e8a75d1b873d1d inclass=1
hit thread=6 seed=e1b0fe2061315c48 H=41db4918c12159f7 L=62e32a1f1e023f09 inclass=1
hit thread=4 seed=aa24d62242ec79b8 H=308a2fe23a61b79b L=28c001791f573599 inclass=1
hit thread=5 seed=4188d8de965c1141 H=da01dcc45e697925 L=60ab203719873498 inclass=1
hit thread=7 seed=66a4e0764481d9c8 H=f16b5caf8fbeb5e5 L=728825271f413e89 inclass=1
hit thread=6 seed=e59081d3911ba418 H=88aff11242dcbe52 L=32a2ac6918c73539 inclass=1
hit thread=4 seed=ae1a1cc2a0694d35 H=7d4c8abd7fac0099 L=20c387251ac4348c inclass=1
hit thread=3 seed=62a093b1a2316db1 H=11314f06f0f24e23 L=62ebac5718c73428 inclass=1
hit thread=7 seed=2a0cdc49c863b805 H=e562225d75e632d6 L=30a20f4f1c42343c inclass=1
hit thread=2 seed=e99cca2786c9587c H=c6893575305aaeb2 L=68f02a3f19d43d3d inclass=1
hit thread=0 seed=8014894de67e4915 H=9e27633087a64267 L=32c0220b1da637ac inclass=1
hit thread=5 seed=279ce8c3f52098ac H=fde42ccba88ed64d L=3ac0ab771f233f0d inclass=1
hit thread=7 seed=692c2308f51d04a8 H=d04521a5631f7d2f L=38e1a72d18b33e29 inclass=1
hit thread=3 seed=44b28ea9beac940c H=33fd9b76120a4d92 L=3a8b8a5d1a5435ad inclass=1
hit thread=0 seed=8130b5b0e6e8cca8 H=28696763d7136ca3 L=3aa2242318263629 inclass=1
hit thread=4 seed=ad8691d234d12c15 H=e7efd2d9c0b40477 L=30d226031a6234ac inclass=1
hit thread=7 seed=8a84cf6e4beeb421 H=c0dd65459f9b4a72 L=209b895d1e023c38 inclass=1
hit thread=2 seed=6a346256e13ef005 H=aac99a5114fa9308 L=70b906571ff53c3c inclass=1
hit thread=2 seed=0e1a4594a0672548 H=1e6559fb1782ee1b L=68b1a6471ff33e09 inclass=1
hit thread=0 seed=09287cf409e2011c H=1237082e5cd83f60 L=38e123271fe3351d inclass=1
hit thread=1 seed=082a07afd169498c H=14c25fc8b0573600 L=22b2a77d1fe13d2d inclass=1
hit thread=1 seed=20a4934e4f57d50c H=81af002c6c0412de L=2a9b072719323cad inclass=1
hit thread=6 seed=8938e7e086153c85 H=f375184de1318fb8 L=30c02c7d1e1134bc inclass=1
hit thread=2 seed=069623452595d50c H=28904e0b12ce69fb L=32e3825b1fe43cad inclass=1
hit thread=6 seed=4f2c2e856b70e518 H=4fc15bbbad1925d0 L=32cb29091dc73c39 inclass=1
hit thread=6 seed=e634ad10a8efcc0c H=890fc5b881b5cb62 L=32dbaf271aa33dad inclass=1
hit thread=7 seed=ed9e4ffb92228028 H=fcb3d48ba079b2c2 L=708924391e333da9 inclass=1
hit thread=7 seed=4002e91e6fbce448 H=d92f8fb230562c88 L=70b3ab7b1b553709 inclass=1
hit thread=1 seed=4c90b7a8c05f29ac H=f771b37ad1892683 L=7aab2c151cb6360d inclass=1
hit thread=1 seed=a2308ec0077f61c8 H=c65dcb1462cfaa0a L=6aa2a9371b443689 inclass=1
hit thread=3 seed=8f90582076d168d1 H=7e1c4f1b262ef9a7 L=3a9901371ab33e88 inclass=1
hit thread=7 seed=eaa284b7648abc35 H=2016707e07883f15 L=70eb8d2f1ef13d8c inclass=1
hit thread=3 seed=490c0af45c058928 H=9084dd1c4da779ff L=78fba80d1fb13ca9 inclass=1
hit thread=3 seed=ef8e83608251c4c1 H=18205580fa4df7b8 L=229201611db53e18 inclass=1
hit thread=3 seed=04061ee631e0b421 H=c2c0f9714b0f1fa7 L=32f0215d1d203c38 inclass=1
hit thread=1 seed=8d988b0bb7fd3d38 H=dbed2594300f2f37 L=70eb852d18973d19 inclass=1
hit thread=0 seed=66ac0d0f45127485 H=c371a755a7c4db9b L=78e8ab131b923cbc inclass=1
hit thread=2 seed=41302f5576c7498c H=c1edd9d00f54af25 L=389aab071af33d2d inclass=1
hit thread=6 seed=ad26c622baef011c H=3c046b0106ca5034 L=32ab2c711d70351d inclass=1
hit thread=6 seed=ebbe28887b9b4915 H=c53edb3731414ec0 L=68c18a691c2337ac inclass=1
hit thread=1 seed=8718db09329364fc H=52698ebe8cc42cc3 L=72e18b491d0335bd inclass=1
hit thread=5 seed=2988178d7a27498c H=af62fec1334257b6 L=6ada02171d133d2d inclass=1
hit thread=0 seed=60b4958b0a195da5 H=f8aae25fb46774c2 L=38ba8b6d1a87349c inclass=1
hit thread=4 seed=440c34fae3185831 H=608549381c4d372a L=38932d151dc63ca8 inclass=1
hit thread=5 seed=0482a579397495a5 H=7307571a02e78767 L=22eba16b1e613c9c inclass=1
hit thread=2 seed=a8aa394d8f315831 H=b7537d07270cd4dd L=6ae324471ba73ca8 inclass=1
hit thread=3 seed=2eb031db2861791c H=509520ec7e70159e L=20d383151b563d1d inclass=1
hit thread=5 seed=6996ae37911164b1 H=c4bf440ef8908e2f L=6abaad311f503528 inclass=1
hit thread=6 seed=ea940c5e518fa995 H=860fcb45d95d3f9e L=22a287611ea3342c inclass=1
hit thread=0 seed=e19a80405f8ed50c H=7d137dd77a50b9c6 L=7a82276d1ae13cad inclass=1
hit thread=7 seed=06904b4c1dda4941 H=48f8dc6341fc67f8 L=2a888f251ac13c98 inclass=1
hit thread=7 seed=2a2695d40887b421 H=a144d80c68038629 L=60c20e1718e33c38 inclass=1
hit thread=1 seed=4222fec20203a8b8 H=004bf6115ef022f7 L=2893af671ba23e99 inclass=1
hit thread=7 seed=a3020711adb71c18 H=f1e9bee34ad149d2 L=78fa071b1a533d39 inclass=1
hit thread=3 seed=a426dc6a086d39d1 H=9c702e271a09da20 L=7ab085271b263588 inclass=1
hit thread=6 seed=852c69ca4027b421 H=a161190586eaba0e L=7890a45b1d433c38 inclass=1
hit thread=0 seed=45b862adef6d0825 H=1e915ba767343c4e L=7883a12f1c133d1c inclass=1
hit thread=1 seed=2f1646c77f574041 H=98508f07ebfd3f45 L=38cba4531cc73d98 inclass=1
hit thread=2 seed=6e10c5c5b6d29d0c H=d0e582fee72440fc L=32aa874f1f1534ad inclass=1
hit thread=2 seed=e9ac1f13d0154435 H=7af68e443de53a52 L=30c18f451881358c inclass=1
hit thread=1 seed=6212dbdc43383c85 H=d57ea79581dc9737 L=70a228031fd434bc inclass=1
hit thread=3 seed=030292bf30ecd50c H=c67c726f1a23a07c L=72b2ab771d733cad inclass=1
hit thread=5 seed=2108c4f8c3c7d025 H=fb9b6130c2dd5bf5 L=78b9a0431bc1351c inclass=1
hit thread=6 seed=a290eef0216a95c1 H=98a33e206223cc1a L=3ada2b351ee13518 inclass=1
hit thread=2 seed=40aacf722737791c H=254c87661c75a7ff L=6883242118503d1d inclass=1
hit thread=2 seed=a22858689ff65c48 H=55d9093990f83694 L=38c9294118333f09 inclass=1
hit thread=5 seed=0fb8ab08c7c19098 H=4b34d4f619a95fb4 L=32f1a07b18113db9 inclass=1
hit thread=6 seed=079069e9b03d61ac H=065baa2dab3f83fb L=78d32b7719103e0d inclass=1
hit thread=5 seed=69006d06b7076db1 H=eb0d81245bb4f409 L=38fba71d1e013428 inclass=1
hit thread=4 seed=263484c1d7d08028 H=a19a03172155427e L=22b909671f153da9 inclass=1
hit thread=1 seed=aeacb1173ac4bc9c H=0549c4551f1c1260 L=20ea2d2f1c92369d inclass=1
hit thread=3 seed=6a20e6ba283be97c H=447eddd38d2257a9 L=60a0280f1b61343d inclass=1
hit thread=1 seed=0f1602bc867c2548 H=2ede41277d3ba6b9 L=6a9b0f791af43e09 inclass=1
hit thread=7 seed=0096d5fbba5c2198 H=7c0f7b159577c1b1 L=72b188331bc434b9 inclass=1
hit thread=0 seed=4e2ed9a370032198 H=162934364d2ecb09 L=22f32b551b6734b9 inclass=1
hit thread=4 seed=0b28f99161ebdcb1 H=146e998e79926af1 L=2280822d1b353d28 inclass=1
hit thread=6 seed=03a07e0350d5d121 H=d5ce2cfc1a313aee L=6083206b1e603f38 inclass=1
hit thread=6 seed=6f2e11624a6ca095 H=a04658bda99ab11c L=22a0ac3b19e5352c inclass=1
hit thread=5 seed=2b0ca44f7008a5b1 H=1daa20e00d7a05c3 L=6298a31919653c28 inclass=1
hit thread=3 seed=8b12d5a176c01141 H=7691c7879ed1b827 L=3a90a03519233498 inclass=1
hit thread=2 seed=241a6de6ec2f8551 H=879b6ee11c23c3f6 L=38a9213f18a33508 inclass=1
hit thread=3 seed=6128d1f0a41530b5 H=5f200adad18688aa L=62ba036d1a613e0c inclass=1
hit thread=0 seed=a2b0c0649ae10841 H=16a840ec9f5d22cf L=7af8ac7f19a53598 inclass=1
hit thread=1 seed=6516bbec6470498c H=ba52a0c34debb530 L=72c9ab7b19003d2d inclass=1
hit thread=1 seed=e9281c105f36859c H=a75bfe189715bc03 L=62c1276b1867359d inclass=1
hit thread=3 seed=8f889365a0c54435 H=1ab2b67193762911 L=78c001771fb1358c inclass=1
hit thread=1 seed=271ed36d4579701c H=044fafb30003c4ab L=28a2085b1e873e1d inclass=1
hit thread=3 seed=65308d22c82a8ca5 H=5803d39a57dddf51 L=78c106131ca43d9c inclass=1
hit thread=4 seed=0218daeba9de20ac H=56a003715d1bfab1 L=20b02f7d1f66370d inclass=1
hit thread=5 seed=aea849a54b07fd51 H=c0e9cd4f8ca4cb27 L=6a9a0b511fd33d08 inclass=1
hit thread=3 seed=20007b35ebd728a1 H=e47b2a655ac4ffb7 L=6ad38c6b1b843cb8 inclass=1
hit thread=1 seed=43885d3406f23438 H=d4850c7315e08cb3 L=6891a5111d013e19 inclass=1
hit thread=5 seed=a68e6acf5955a5b1 H=15ffdecfa1e1bb66 L=628a2c5118523c28 inclass=1
hit thread=3 seed=091c020afe135831 H=ac4763a893c8280a L=20b185571b553ca8 inclass=1
hit thread=0 seed=4c225cffd3cd61ac H=1860151539436309 L=6a8885211e603e0d inclass=1
hit thread=5 seed=4b3e0b4d8faac4c1 H=202265d04064ed47 L=78fb00211ed23e18 inclass=1
hit thread=5 seed=2a00016d232730d1 H=84199ffc9ed4b21b L=28ebae251ba53688 inclass=1
hit thread=4 seed=4a90fad7b51f29ac H=d1c4aed4c6b9c490 L=20e3ae2f1b76360d inclass=1
hit thread=6 seed=26aebbdbca51ed48 H=ea1ba88fecbeb108 L=708a2a0b18b13609 inclass=1
hit thread=0 seed=21185c8de2535898 H=a73ee8f1956b04ba L=3af22a091fa035b9 inclass=1
hit thread=3 seed=ad0815a2c547cdc1 H=252f01881a38b554 L=7ab0a24d19663d18 inclass=1
hit thread=4 seed=4690dca4e39d5da5 H=b4418ac53671bce6 L=32bb85111b23349c inclass=1
hit thread=2 seed=e3b41520c0401141 H=e8577dbafeec2f0a L=60d9837d1aa33498 inclass=1
hit thread=4 seed=ecbafc2a2f7d4915 H=c9fc43f81b0a1972 L=38b8813f1c5137ac inclass=1
hit thread=6 seed=8ea04d2751e52198 H=19a9b306447a8889 L=608a8523199534b9 inclass=1
hit thread=1 seed=482c1c9df46eb1b8 H=60ca5cf0c40dc0e4 L=6093215f1e743d99 inclass=1
uniform: rngseed=31337 samples=68719476736 (2^36.00) collisions=258 inclass=258 rate=2^-27.989

real	2m3.322s
user	10m48.740s
sys	0m0.007s
